Ano;Agente TÛxico;Estado;Quantidade
2011;Planta tÛxica;PA;3
2011;Alimento e bebida;PA;25
2011;Outro;PA;13
2011;Ign/Branco;TO;68
2011;Medicamento;TO;280
2011;AgrotÛxico agrÌcola;TO;81
2011;AgrotÛxico domÈstico;TO;33
2011;AgrotÛxico sa˙de p˙blica;TO;15
2011;Raticida;TO;92
2011;Prod. veterin·rio;TO;31
2011;Prod. uso domiciliar;TO;95
2011;CosmÈtico;TO;18
2011;Prod. quÌmico;TO;60
2011;Metal;TO;2
2011;Drogas de abuso;TO;10
2011;Planta tÛxica;TO;24
2011;Alimento e bebida;TO;152
2011;Outro;TO;39
2011;Ign/Branco;MA;31
2011;Medicamento;MA;64
2011;AgrotÛxico agrÌcola;MA;12
2011;AgrotÛxico domÈstico;MA;5
2011;AgrotÛxico sa˙de p˙blica;MA;1
2011;Raticida;MA;21
2011;Prod. veterin·rio;MA;7
2011;Prod. uso domiciliar;MA;15
2011;CosmÈtico;MA;3
2011;Prod. quÌmico;MA;9
2011;Metal;MA;0
2011;Drogas de abuso;MA;1
2011;Planta tÛxica;MA;15
2011;Alimento e bebida;MA;8
2011;Outro;MA;18
2011;Ign/Branco;PI;74
2011;Medicamento;PI;183
2011;AgrotÛxico agrÌcola;PI;20
2011;AgrotÛxico domÈstico;PI;9
2011;AgrotÛxico sa˙de p˙blica;PI;1
2011;Raticida;PI;42
2011;Prod. veterin·rio;PI;7
2011;Prod. uso domiciliar;PI;30
2011;CosmÈtico;PI;4
2011;Prod. quÌmico;PI;6
2011;Metal;PI;0
2011;Drogas de abuso;PI;8
2011;Planta tÛxica;PI;7
2011;Alimento e bebida;PI;64
2011;Outro;PI;16
2011;Ign/Branco;CE;360
2011;Medicamento;CE;667
2011;AgrotÛxico agrÌcola;CE;243
2011;AgrotÛxico domÈstico;CE;45
2011;AgrotÛxico sa˙de p˙blica;CE;13
2011;Raticida;CE;124
2011;Prod. veterin·rio;CE;35
2011;Prod. uso domiciliar;CE;93
2011;CosmÈtico;CE;28
2011;Prod. quÌmico;CE;64
2011;Metal;CE;3
2011;Drogas de abuso;CE;205
2011;Planta tÛxica;CE;13
2011;Alimento e bebida;CE;164
2011;Outro;CE;18
2011;Ign/Branco;RN;193
2011;Medicamento;RN;187
2011;AgrotÛxico agrÌcola;RN;10
2011;AgrotÛxico domÈstico;RN;6
2011;AgrotÛxico sa˙de p˙blica;RN;1
2011;Raticida;RN;18
2011;Prod. veterin·rio;RN;4
2011;Prod. uso domiciliar;RN;32
2011;CosmÈtico;RN;13
2011;Prod. quÌmico;RN;20
2011;Metal;RN;0
2011;Drogas de abuso;RN;5
2011;Planta tÛxica;RN;4
2011;Alimento e bebida;RN;117
2011;Outro;RN;18
2011;Ign/Branco;PB;170
2011;Medicamento;PB;132
2011;AgrotÛxico agrÌcola;PB;8
2011;AgrotÛxico domÈstico;PB;5
2011;AgrotÛxico sa˙de p˙blica;PB;0
2011;Raticida;PB;37
2011;Prod. veterin·rio;PB;8
2011;Prod. uso domiciliar;PB;26
2011;CosmÈtico;PB;4
2011;Prod. quÌmico;PB;19
2011;Metal;PB;1
2011;Drogas de abuso;PB;3
2011;Planta tÛxica;PB;1
2011;Alimento e bebida;PB;215
2011;Outro;PB;26
2011;Ign/Branco;PE;661
2011;Medicamento;PE;1546
2011;AgrotÛxico agrÌcola;PE;256
2011;AgrotÛxico domÈstico;PE;110
2011;AgrotÛxico sa˙de p˙blica;PE;10
2011;Raticida;PE;394
2011;Prod. veterin·rio;PE;43
2011;Prod. uso domiciliar;PE;271
2011;CosmÈtico;PE;38
2011;Prod. quÌmico;PE;140
2011;Metal;PE;11
2011;Drogas de abuso;PE;713
2011;Planta tÛxica;PE;35
2011;Alimento e bebida;PE;1242
2011;Outro;PE;104
2011;Ign/Branco;AL;424
2011;Medicamento;AL;771
2011;AgrotÛxico agrÌcola;AL;66
2011;AgrotÛxico domÈstico;AL;27
2011;AgrotÛxico sa˙de p˙blica;AL;18
2011;Raticida;AL;76
2011;Prod. veterin·rio;AL;12
2011;Prod. uso domiciliar;AL;134
2011;CosmÈtico;AL;18
2011;Prod. quÌmico;AL;142
2011;Metal;AL;2
2011;Drogas de abuso;AL;7
2011;Planta tÛxica;AL;60
2011;Alimento e bebida;AL;363
2011;Outro;AL;38
2011;Ign/Branco;SE;15
2011;Medicamento;SE;131
2011;AgrotÛxico agrÌcola;SE;12
2011;AgrotÛxico domÈstico;SE;25
2011;AgrotÛxico sa˙de p˙blica;SE;3
2011;Raticida;SE;75
2011;Prod. veterin·rio;SE;13
2011;Prod. uso domiciliar;SE;57
2011;CosmÈtico;SE;6
2011;Prod. quÌmico;SE;8
2011;Metal;SE;0
2011;Drogas de abuso;SE;53
2011;Planta tÛxica;SE;10
2011;Alimento e bebida;SE;6
2011;Outro;SE;2
2011;Ign/Branco;BA;721
2011;Medicamento;BA;688
2011;AgrotÛxico agrÌcola;BA;153
2011;AgrotÛxico domÈstico;BA;57
2011;AgrotÛxico sa˙de p˙blica;BA;9
2011;Raticida;BA;267
2011;Prod. veterin·rio;BA;34
2011;Prod. uso domiciliar;BA;171
2011;CosmÈtico;BA;31
2011;Prod. quÌmico;BA;99
2011;Metal;BA;205
2011;Drogas de abuso;BA;86
2011;Planta tÛxica;BA;28
2011;Alimento e bebida;BA;272
2011;Outro;BA;108
2011;Ign/Branco;MG;815
2011;Medicamento;MG;5597
2011;AgrotÛxico agrÌcola;MG;436
2011;AgrotÛxico domÈstico;MG;141
2011;AgrotÛxico sa˙de p˙blica;MG;46
2011;Raticida;MG;919
2011;Prod. veterin·rio;MG;176
2011;Prod. uso domiciliar;MG;571
2011;CosmÈtico;MG;137
2011;Prod. quÌmico;MG;396
2011;Metal;MG;14
2011;Drogas de abuso;MG;844
2011;Planta tÛxica;MG;86
2011;Alimento e bebida;MG;1421
2011;Outro;MG;292
2011;Ign/Branco;ES;95
2011;Medicamento;ES;779
2011;AgrotÛxico agrÌcola;ES;263
2011;AgrotÛxico domÈstico;ES;24
2011;AgrotÛxico sa˙de p˙blica;ES;3
2011;Raticida;ES;55
2011;Prod. veterin·rio;ES;11
2011;Prod. uso domiciliar;ES;188
2011;CosmÈtico;ES;23
2011;Prod. quÌmico;ES;63
2011;Metal;ES;5
2011;Drogas de abuso;ES;284
2011;Planta tÛxica;ES;28
2011;Alimento e bebida;ES;373
2011;Outro;ES;38
2011;Ign/Branco;RJ;525
2011;Medicamento;RJ;433
2011;AgrotÛxico agrÌcola;RJ;60
2011;AgrotÛxico domÈstico;RJ;18
2011;AgrotÛxico sa˙de p˙blica;RJ;19
2011;Raticida;RJ;137
2011;Prod. veterin·rio;RJ;13
2011;Prod. uso domiciliar;RJ;91
2011;CosmÈtico;RJ;6
2011;Prod. quÌmico;RJ;65
2011;Metal;RJ;6
2011;Drogas de abuso;RJ;506
2011;Planta tÛxica;RJ;12
2011;Alimento e bebida;RJ;545
2011;Outro;RJ;64
2011;Ign/Branco;SP;1336
2011;Medicamento;SP;6158
2011;AgrotÛxico agrÌcola;SP;438
2011;AgrotÛxico domÈstico;SP;185
2011;AgrotÛxico sa˙de p˙blica;SP;28
2011;Raticida;SP;1054
2011;Prod. veterin·rio;SP;116
2011;Prod. uso domiciliar;SP;936
2011;CosmÈtico;SP;124
2011;Prod. quÌmico;SP;357
2011;Metal;SP;201
2011;Drogas de abuso;SP;2469
2011;Planta tÛxica;SP;51
2011;Alimento e bebida;SP;1279
2011;Outro;SP;296
2011;Ign/Branco;PR;503
2011;Medicamento;PR;3978
2011;AgrotÛxico agrÌcola;PR;558
2011;AgrotÛxico domÈstico;PR;172
2011;AgrotÛxico sa˙de p˙blica;PR;30
2011;Raticida;PR;514
2011;Prod. veterin·rio;PR;102
2011;Prod. uso domiciliar;PR;578
2011;CosmÈtico;PR;67
2011;Prod. quÌmico;PR;466
2011;Metal;PR;13
2011;Drogas de abuso;PR;444
2011;Planta tÛxica;PR;81
2011;Alimento e bebida;PR;471
2011;Outro;PR;170
2011;Ign/Branco;SC;175
2011;Medicamento;SC;1479
2011;AgrotÛxico agrÌcola;SC;210
2011;AgrotÛxico domÈstico;SC;64
2011;AgrotÛxico sa˙de p˙blica;SC;5
2011;Raticida;SC;132
2011;Prod. veterin·rio;SC;29
2011;Prod. uso domiciliar;SC;117
2011;CosmÈtico;SC;10
2011;Prod. quÌmico;SC;87
2011;Metal;SC;4
2011;Drogas de abuso;SC;212
2011;Planta tÛxica;SC;24
2011;Alimento e bebida;SC;57
2011;Outro;SC;56
2011;Ign/Branco;RS;113
2011;Medicamento;RS;428
2011;AgrotÛxico agrÌcola;RS;155
2011;AgrotÛxico domÈstico;RS;19
2011;AgrotÛxico sa˙de p˙blica;RS;3
2011;Raticida;RS;26
2011;Prod. veterin·rio;RS;11
2011;Prod. uso domiciliar;RS;19
2011;CosmÈtico;RS;1
2011;Prod. quÌmico;RS;68
2011;Metal;RS;11
2011;Drogas de abuso;RS;64
2011;Planta tÛxica;RS;9
2011;Alimento e bebida;RS;81
2011;Outro;RS;33
2011;Ign/Branco;MS;90
2011;Medicamento;MS;493
2011;AgrotÛxico agrÌcola;MS;76
2011;AgrotÛxico domÈstico;MS;50
2011;AgrotÛxico sa˙de p˙blica;MS;4
2011;Raticida;MS;66
2011;Prod. veterin·rio;MS;38
2011;Prod. uso domiciliar;MS;105
2011;CosmÈtico;MS;6
2011;Prod. quÌmico;MS;48
2011;Metal;MS;1
2011;Drogas de abuso;MS;121
2011;Planta tÛxica;MS;17
2011;Alimento e bebida;MS;230
2011;Outro;MS;49
2011;Ign/Branco;MT;55
2011;Medicamento;MT;224
2011;AgrotÛxico agrÌcola;MT;119
2011;AgrotÛxico domÈstico;MT;22
2011;AgrotÛxico sa˙de p˙blica;MT;5
2011;Raticida;MT;43
2011;Prod. veterin·rio;MT;37
2011;Prod. uso domiciliar;MT;77
2011;CosmÈtico;MT;4
2011;Prod. quÌmico;MT;40
2011;Metal;MT;0
2011;Drogas de abuso;MT;28
2011;Planta tÛxica;MT;10
2011;Alimento e bebida;MT;59
2011;Outro;MT;19
2011;Ign/Branco;GO;287
2011;Medicamento;GO;460
2011;AgrotÛxico agrÌcola;GO;146
2011;AgrotÛxico domÈstico;GO;51
2011;AgrotÛxico sa˙de p˙blica;GO;4
2011;Raticida;GO;160
2011;Prod. veterin·rio;GO;24
2011;Prod. uso domiciliar;GO;95
2011;CosmÈtico;GO;12
2011;Prod. quÌmico;GO;71
2011;Metal;GO;9
2011;Drogas de abuso;GO;201
2011;Planta tÛxica;GO;43
2011;Alimento e bebida;GO;169
2011;Outro;GO;34
2011;Ign/Branco;DF;217
2011;Medicamento;DF;314
2011;AgrotÛxico agrÌcola;DF;22
2011;AgrotÛxico domÈstico;DF;11
2011;AgrotÛxico sa˙de p˙blica;DF;1
2011;Raticida;DF;65
2011;Prod. veterin·rio;DF;4
2011;Prod. uso domiciliar;DF;70
2011;CosmÈtico;DF;21
2011;Prod. quÌmico;DF;35
2011;Metal;DF;1
2011;Drogas de abuso;DF;116
2011;Planta tÛxica;DF;8
2011;Alimento e bebida;DF;130
2011;Outro;DF;15
2012;Ign/Branco;RO;51
2012;Medicamento;RO;61
2012;AgrotÛxico agrÌcola;RO;66
2012;AgrotÛxico domÈstico;RO;20
2012;AgrotÛxico sa˙de p˙blica;RO;0
2012;Raticida;RO;22
2012;Prod. veterin·rio;RO;13
2012;Prod. uso domiciliar;RO;22
2012;CosmÈtico;RO;0
2012;Prod. quÌmico;RO;6
2012;Metal;RO;0
2012;Drogas de abuso;RO;75
2012;Planta tÛxica;RO;4
2012;Alimento e bebida;RO;42
2012;Outro;RO;23
2012;Ign/Branco;AC;1
2012;Medicamento;AC;1
2012;AgrotÛxico agrÌcola;AC;0
2012;AgrotÛxico domÈstico;AC;0
2012;AgrotÛxico sa˙de p˙blica;AC;0
2012;Raticida;AC;0
2012;Prod. veterin·rio;AC;0
2012;Prod. uso domiciliar;AC;0
2012;CosmÈtico;AC;0
2012;Prod. quÌmico;AC;0
2012;Metal;AC;0
2012;Drogas de abuso;AC;0
2012;Planta tÛxica;AC;0
2012;Alimento e bebida;AC;0
2012;Outro;AC;0
2012;Ign/Branco;AM;204
2012;Medicamento;AM;52
2012;AgrotÛxico agrÌcola;AM;8
2012;AgrotÛxico domÈstico;AM;15
2012;AgrotÛxico sa˙de p˙blica;AM;0
2012;Raticida;AM;18
2012;Prod. veterin·rio;AM;4
2012;Prod. uso domiciliar;AM;48
2012;CosmÈtico;AM;10
2012;Prod. quÌmico;AM;15
2012;Metal;AM;0
2012;Drogas de abuso;AM;122
2012;Planta tÛxica;AM;3
2012;Alimento e bebida;AM;266
2012;Outro;AM;8
2012;Ign/Branco;RR;6
2012;Medicamento;RR;39
2012;AgrotÛxico agrÌcola;RR;2
2012;AgrotÛxico domÈstico;RR;4
2012;AgrotÛxico sa˙de p˙blica;RR;0
2012;Raticida;RR;13
2012;Prod. veterin·rio;RR;5
2012;Prod. uso domiciliar;RR;31
2012;CosmÈtico;RR;9
2012;Prod. quÌmico;RR;29
2012;Metal;RR;0
2012;Drogas de abuso;RR;16
2012;Planta tÛxica;RR;3
2012;Alimento e bebida;RR;79
2012;Outro;RR;32
2012;Ign/Branco;PA;26
2012;Medicamento;PA;46
2012;AgrotÛxico agrÌcola;PA;26
2012;AgrotÛxico domÈstico;PA;12
2012;AgrotÛxico sa˙de p˙blica;PA;1
2012;Raticida;PA;50
2012;Prod. veterin·rio;PA;4
2012;Prod. uso domiciliar;PA;14
2012;CosmÈtico;PA;1
2012;Prod. quÌmico;PA;14
2012;Metal;PA;0
2012;Drogas de abuso;PA;0
2012;Planta tÛxica;PA;0
2012;Alimento e bebida;PA;12
2012;Outro;PA;5
2012;Ign/Branco;AP;1
2012;Medicamento;AP;1
2012;AgrotÛxico agrÌcola;AP;0
2012;AgrotÛxico domÈstico;AP;0
2012;AgrotÛxico sa˙de p˙blica;AP;0
2012;Raticida;AP;1
2012;Prod. veterin·rio;AP;0
2012;Prod. uso domiciliar;AP;1
2012;CosmÈtico;AP;1
2012;Prod. quÌmico;AP;0
2012;Metal;AP;0
2012;Drogas de abuso;AP;0
2012;Planta tÛxica;AP;0
2012;Alimento e bebida;AP;7
2012;Outro;AP;0
2012;Ign/Branco;TO;114
2012;Medicamento;TO;259
2012;AgrotÛxico agrÌcola;TO;94
2012;AgrotÛxico domÈstico;TO;27
2012;AgrotÛxico sa˙de p˙blica;TO;5
2012;Raticida;TO;66
2012;Prod. veterin·rio;TO;33
2012;Prod. uso domiciliar;TO;83
2012;CosmÈtico;TO;14
2012;Prod. quÌmico;TO;47
2012;Metal;TO;1
2012;Drogas de abuso;TO;10
2012;Planta tÛxica;TO;26
2012;Alimento e bebida;TO;140
2012;Outro;TO;24
2012;Ign/Branco;MA;108
2012;Medicamento;MA;90
2012;AgrotÛxico agrÌcola;MA;12
2012;AgrotÛxico domÈstico;MA;1
2012;AgrotÛxico sa˙de p˙blica;MA;3
2012;Raticida;MA;34
2012;Prod. veterin·rio;MA;6
2012;Prod. uso domiciliar;MA;35
2012;CosmÈtico;MA;7
2012;Prod. quÌmico;MA;18
2012;Metal;MA;1
2012;Drogas de abuso;MA;5
2012;Planta tÛxica;MA;7
2012;Alimento e bebida;MA;55
2012;Outro;MA;6
2012;Ign/Branco;PI;89
2012;Medicamento;PI;281
2012;AgrotÛxico agrÌcola;PI;31
2012;AgrotÛxico domÈstico;PI;15
2012;AgrotÛxico sa˙de p˙blica;PI;1
2012;Raticida;PI;53
2012;Prod. veterin·rio;PI;13
2012;Prod. uso domiciliar;PI;49
2012;CosmÈtico;PI;11
2012;Prod. quÌmico;PI;10
2012;Metal;PI;0
2012;Drogas de abuso;PI;19
2012;Planta tÛxica;PI;16
2012;Alimento e bebida;PI;84
2012;Outro;PI;13
2012;Ign/Branco;CE;555
2012;Medicamento;CE;646
2012;AgrotÛxico agrÌcola;CE;274
2012;AgrotÛxico domÈstico;CE;44
2012;AgrotÛxico sa˙de p˙blica;CE;4
2012;Raticida;CE;137
2012;Prod. veterin·rio;CE;45
2012;Prod. uso domiciliar;CE;91
2012;CosmÈtico;CE;27
2012;Prod. quÌmico;CE;62
2012;Metal;CE;1
2012;Drogas de abuso;CE;163
2012;Planta tÛxica;CE;17
2012;Alimento e bebida;CE;125
2012;Outro;CE;16
2012;Ign/Branco;RN;269
2012;Medicamento;RN;209
2012;AgrotÛxico agrÌcola;RN;5
2012;AgrotÛxico domÈstico;RN;11
2012;AgrotÛxico sa˙de p˙blica;RN;1
2012;Raticida;RN;17
2012;Prod. veterin·rio;RN;2
2012;Prod. uso domiciliar;RN;14
2012;CosmÈtico;RN;10
2012;Prod. quÌmico;RN;21
2012;Metal;RN;0
2012;Drogas de abuso;RN;15
2012;Planta tÛxica;RN;8
2012;Alimento e bebida;RN;187
2012;Outro;RN;9
2012;Ign/Branco;PB;179
2012;Medicamento;PB;467
2012;AgrotÛxico agrÌcola;PB;28
2012;AgrotÛxico domÈstico;PB;33
2012;AgrotÛxico sa˙de p˙blica;PB;0
2012;Raticida;PB;92
2012;Prod. veterin·rio;PB;10
2012;Prod. uso domiciliar;PB;97
2012;CosmÈtico;PB;27
2012;Prod. quÌmico;PB;69
2012;Metal;PB;2
2012;Drogas de abuso;PB;82
2012;Planta tÛxica;PB;17
2012;Alimento e bebida;PB;205
2012;Outro;PB;43
2012;Ign/Branco;PE;729
2012;Medicamento;PE;1772
2012;AgrotÛxico agrÌcola;PE;246
2012;AgrotÛxico domÈstico;PE;109
2012;AgrotÛxico sa˙de p˙blica;PE;12
2012;Raticida;PE;419
2012;Prod. veterin·rio;PE;63
2012;Prod. uso domiciliar;PE;362
2012;CosmÈtico;PE;39
2012;Prod. quÌmico;PE;219
2012;Metal;PE;24
2012;Drogas de abuso;PE;694
2012;Planta tÛxica;PE;38
2012;Alimento e bebida;PE;1358
2012;Outro;PE;87
2012;Ign/Branco;AL;771
2012;Medicamento;AL;827
2012;AgrotÛxico agrÌcola;AL;63
2012;AgrotÛxico domÈstico;AL;13
2012;AgrotÛxico sa˙de p˙blica;AL;3
2012;Raticida;AL;88
2012;Prod. veterin·rio;AL;28
2012;Prod. uso domiciliar;AL;151
2012;CosmÈtico;AL;23
2012;Prod. quÌmico;AL;62
2012;Metal;AL;0
2012;Drogas de abuso;AL;11
2012;Planta tÛxica;AL;37
2012;Alimento e bebida;AL;580
2012;Outro;AL;41
2012;Ign/Branco;SE;256
2012;Medicamento;SE;171
2012;AgrotÛxico agrÌcola;SE;11
2012;AgrotÛxico domÈstico;SE;29
2012;AgrotÛxico sa˙de p˙blica;SE;0
2012;Raticida;SE;61
2012;Prod. veterin·rio;SE;23
2012;Prod. uso domiciliar;SE;55
2012;CosmÈtico;SE;4
2012;Prod. quÌmico;SE;14
2012;Metal;SE;1
2012;Drogas de abuso;SE;114
2012;Planta tÛxica;SE;12
2012;Alimento e bebida;SE;79
2012;Outro;SE;9
2012;Ign/Branco;BA;750
2012;Medicamento;BA;975
2012;AgrotÛxico agrÌcola;BA;175
2012;AgrotÛxico domÈstico;BA;69
2012;AgrotÛxico sa˙de p˙blica;BA;19
2012;Raticida;BA;277
2012;Prod. veterin·rio;BA;33
2012;Prod. uso domiciliar;BA;201
2012;CosmÈtico;BA;42
2012;Prod. quÌmico;BA;100
2012;Metal;BA;11
2012;Drogas de abuso;BA;172
2012;Planta tÛxica;BA;28
2012;Alimento e bebida;BA;474
2012;Outro;BA;114
2012;Ign/Branco;MG;1030
2012;Medicamento;MG;7022
2012;AgrotÛxico agrÌcola;MG;599
2012;AgrotÛxico domÈstico;MG;186
2012;AgrotÛxico sa˙de p˙blica;MG;27
2012;Raticida;MG;941
2012;Prod. veterin·rio;MG;152
2012;Prod. uso domiciliar;MG;709
2012;CosmÈtico;MG;184
2012;Prod. quÌmico;MG;554
2012;Metal;MG;24
2012;Drogas de abuso;MG;1100
2012;Planta tÛxica;MG;119
2012;Alimento e bebida;MG;1366
2012;Outro;MG;425
2012;Ign/Branco;ES;94
2012;Medicamento;ES;1270
2012;AgrotÛxico agrÌcola;ES;266
2012;AgrotÛxico domÈstico;ES;39
2012;AgrotÛxico sa˙de p˙blica;ES;19
2012;Raticida;ES;76
2012;Prod. veterin·rio;ES;23
2012;Prod. uso domiciliar;ES;217
2012;CosmÈtico;ES;47
2012;Prod. quÌmico;ES;74
2012;Metal;ES;11
2012;Drogas de abuso;ES;270
2012;Planta tÛxica;ES;41
2012;Alimento e bebida;ES;495
2012;Outro;ES;45
2012;Ign/Branco;RJ;1157
2012;Medicamento;RJ;242
2012;AgrotÛxico agrÌcola;RJ;38
2012;AgrotÛxico domÈstico;RJ;9
2012;AgrotÛxico sa˙de p˙blica;RJ;5
2012;Raticida;RJ;67
2012;Prod. veterin·rio;RJ;13
2012;Prod. uso domiciliar;RJ;53
2012;CosmÈtico;RJ;14
2012;Prod. quÌmico;RJ;44
2012;Metal;RJ;9
2012;Drogas de abuso;RJ;731
2012;Planta tÛxica;RJ;2
2012;Alimento e bebida;RJ;308
2012;Outro;RJ;14
2012;Ign/Branco;SP;1914
2012;Medicamento;SP;8141
2012;AgrotÛxico agrÌcola;SP;433
2012;AgrotÛxico domÈstico;SP;192
2012;AgrotÛxico sa˙de p˙blica;SP;23
2012;Raticida;SP;1316
2012;Prod. veterin·rio;SP;157
2012;Prod. uso domiciliar;SP;1197
2012;CosmÈtico;SP;142
2012;Prod. quÌmico;SP;567
2012;Metal;SP;180
2012;Drogas de abuso;SP;3773
2012;Planta tÛxica;SP;48
2012;Alimento e bebida;SP;2271
2012;Outro;SP;451
2012;Ign/Branco;PR;441
2012;Medicamento;PR;4464
2012;AgrotÛxico agrÌcola;PR;535
2012;AgrotÛxico domÈstico;PR;203
2012;AgrotÛxico sa˙de p˙blica;PR;19
2012;Raticida;PR;587
2012;Prod. veterin·rio;PR;117
2012;Prod. uso domiciliar;PR;597
2012;CosmÈtico;PR;78
2012;Prod. quÌmico;PR;440
2012;Metal;PR;19
2012;Drogas de abuso;PR;983
2012;Planta tÛxica;PR;82
2012;Alimento e bebida;PR;181
2012;Outro;PR;144
2012;Ign/Branco;SC;249
2012;Medicamento;SC;1726
2012;AgrotÛxico agrÌcola;SC;234
2012;AgrotÛxico domÈstico;SC;62
2012;AgrotÛxico sa˙de p˙blica;SC;1
2012;Raticida;SC;160
2012;Prod. veterin·rio;SC;28
2012;Prod. uso domiciliar;SC;141
2012;CosmÈtico;SC;14
2012;Prod. quÌmico;SC;97
2012;Metal;SC;1
2012;Drogas de abuso;SC;230
2012;Planta tÛxica;SC;44
2012;Alimento e bebida;SC;184
2012;Outro;SC;66
2012;Ign/Branco;RS;111
2012;Medicamento;RS;534
2012;AgrotÛxico agrÌcola;RS;126
2012;AgrotÛxico domÈstico;RS;13
2012;AgrotÛxico sa˙de p˙blica;RS;1
2012;Raticida;RS;19
2012;Prod. veterin·rio;RS;15
2012;Prod. uso domiciliar;RS;30
2012;CosmÈtico;RS;6
2012;Prod. quÌmico;RS;37
2012;Metal;RS;4
2012;Drogas de abuso;RS;55
2012;Planta tÛxica;RS;7
2012;Alimento e bebida;RS;190
2012;Outro;RS;38
2012;Ign/Branco;MS;111
2012;Medicamento;MS;660
2012;AgrotÛxico agrÌcola;MS;96
2012;AgrotÛxico domÈstico;MS;62
2012;AgrotÛxico sa˙de p˙blica;MS;7
2012;Raticida;MS;72
2012;Prod. veterin·rio;MS;49
2012;Prod. uso domiciliar;MS;117
2012;CosmÈtico;MS;11
2012;Prod. quÌmico;MS;44
2012;Metal;MS;4
2012;Drogas de abuso;MS;135
2012;Planta tÛxica;MS;34
2012;Alimento e bebida;MS;332
2012;Outro;MS;55
2012;Ign/Branco;MT;104
2012;Medicamento;MT;202
2012;AgrotÛxico agrÌcola;MT;93
2012;AgrotÛxico domÈstico;MT;29
2012;AgrotÛxico sa˙de p˙blica;MT;8
2012;Raticida;MT;64
2012;Prod. veterin·rio;MT;20
2012;Prod. uso domiciliar;MT;74
2012;CosmÈtico;MT;1
2012;Prod. quÌmico;MT;59
2012;Metal;MT;0
2012;Drogas de abuso;MT;12
2012;Planta tÛxica;MT;11
2012;Alimento e bebida;MT;26
2012;Outro;MT;27
2012;Ign/Branco;GO;481
2012;Medicamento;GO;636
2012;AgrotÛxico agrÌcola;GO;192
2012;AgrotÛxico domÈstico;GO;66
2012;AgrotÛxico sa˙de p˙blica;GO;14
2012;Raticida;GO;201
2012;Prod. veterin·rio;GO;42
2012;Prod. uso domiciliar;GO;137
2012;CosmÈtico;GO;23
2012;Prod. quÌmico;GO;104
2012;Metal;GO;3
2012;Drogas de abuso;GO;343
2012;Planta tÛxica;GO;18
2012;Alimento e bebida;GO;236
2012;Outro;GO;34
2012;Ign/Branco;DF;194
2012;Medicamento;DF;631
2012;AgrotÛxico agrÌcola;DF;20
2012;AgrotÛxico domÈstico;DF;23
2012;AgrotÛxico sa˙de p˙blica;DF;11
2012;Raticida;DF;173
2012;Prod. veterin·rio;DF;8
2012;Prod. uso domiciliar;DF;139
2012;CosmÈtico;DF;31
2012;Prod. quÌmico;DF;88
2012;Metal;DF;9
2012;Drogas de abuso;DF;90
2012;Planta tÛxica;DF;16
2012;Alimento e bebida;DF;97
2012;Outro;DF;24
2013;Ign/Branco;RO;48
2013;Medicamento;RO;60
2013;AgrotÛxico agrÌcola;RO;55
2013;AgrotÛxico domÈstico;RO;11
2013;AgrotÛxico sa˙de p˙blica;RO;1
2013;Raticida;RO;25
2013;Prod. veterin·rio;RO;6
2013;Prod. uso domiciliar;RO;20
2013;CosmÈtico;RO;2
2013;Prod. quÌmico;RO;16
2013;Metal;RO;0
2013;Drogas de abuso;RO;3
2013;Planta tÛxica;RO;1
2013;Alimento e bebida;RO;17
2013;Outro;RO;10
2013;Ign/Branco;AC;5
2013;Medicamento;AC;0
2013;AgrotÛxico agrÌcola;AC;0
2013;AgrotÛxico domÈstico;AC;0
2013;AgrotÛxico sa˙de p˙blica;AC;0
2013;Raticida;AC;0
2013;Prod. veterin·rio;AC;0
2013;Prod. uso domiciliar;AC;0
2013;CosmÈtico;AC;0
2013;Prod. quÌmico;AC;0
2013;Metal;AC;0
2013;Drogas de abuso;AC;0
2013;Planta tÛxica;AC;0
2013;Alimento e bebida;AC;0
2013;Outro;AC;0
2013;Ign/Branco;AM;49
2013;Medicamento;AM;92
2013;AgrotÛxico agrÌcola;AM;10
2013;AgrotÛxico domÈstico;AM;9
2013;AgrotÛxico sa˙de p˙blica;AM;3
2013;Raticida;AM;27
2013;Prod. veterin·rio;AM;1
2013;Prod. uso domiciliar;AM;55
2013;CosmÈtico;AM;8
2013;Prod. quÌmico;AM;9
2013;Metal;AM;1
2013;Drogas de abuso;AM;147
2013;Planta tÛxica;AM;8
2013;Alimento e bebida;AM;229
2013;Outro;AM;18
2013;Ign/Branco;RR;10
2013;Medicamento;RR;42
2013;AgrotÛxico agrÌcola;RR;5
2013;AgrotÛxico domÈstico;RR;2
2013;AgrotÛxico sa˙de p˙blica;RR;0
2013;Raticida;RR;12
2013;Prod. veterin·rio;RR;2
2013;Prod. uso domiciliar;RR;21
2013;CosmÈtico;RR;9
2013;Prod. quÌmico;RR;21
2013;Metal;RR;0
2013;Drogas de abuso;RR;0
2013;Planta tÛxica;RR;3
2013;Alimento e bebida;RR;10
2013;Outro;RR;12
2013;Ign/Branco;PA;46
2013;Medicamento;PA;112
2013;AgrotÛxico agrÌcola;PA;39
2013;AgrotÛxico domÈstico;PA;22
2013;AgrotÛxico sa˙de p˙blica;PA;2
2013;Raticida;PA;83
2013;Prod. veterin·rio;PA;4
2013;Prod. uso domiciliar;PA;35
2013;CosmÈtico;PA;8
2013;Prod. quÌmico;PA;25
